Sr.#,District,Tehsil,Markaz,EMIS,"School Name","Male Baseline","Male Current","Male Target","Female Baseline","Female Current","Female Target","Total Baseline","Total Current","Total Target","Achievement %"
30838,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140213,"GGPS DAL WALA TEH. JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30839,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140173,"GGPS ILYAS WALA",0,0,0,0,0,0,0,0,0,0%
30840,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140143,"GGPS KOTLI AMIN JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30841,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140244,"GMPS BASTI LUNGER",0,0,0,0,0,0,0,0,0,0%
30842,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140214,"GMPS BASTI SAWAN (MANZOOR WALI)",179,169,188,159,185,167,338,354,355,94.1%
30843,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140158,"GMPS BUG WALA JALALPUR PIRWALA",100,125,111,131,151,146,231,276,257,100%
30844,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140157,"GMPS GUJ WALA TEH. JALALPUR PIRWALA",57,72,76,54,66,72,111,138,148,73%
30845,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140160,"GMPS KHALIL ABAD",66,87,106,49,104,79,115,191,185,100%
30846,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - FEMALE",36140212,"GMPS SHUJAT PUR TEH. JALALPUR PIRWALA",86,93,108,108,117,135,194,210,243,32.7%
30847,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140329,"GES 86/M JALALPUR PIRWALA",116,137,180,66,90,103,182,227,283,44.6%
30848,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140046,"GES JALAL PUR  PIRWALA NO.1  WARD NO 4",164,200,454,36,69,100,200,269,554,19.5%
30849,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140071,"GES KAHNOON",154,158,163,67,76,71,221,234,234,100%
30850,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140076,"GPS ABU SAEED P/O BAHADUR PUR ABO SAEED",72,89,82,80,98,91,152,187,173,100%
30851,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140075,"GPS BAIG WALA MOZA P/O JALAL PUR PIR WALA",77,89,98,53,61,67,130,150,165,57.1%
30852,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140111,"GPS BASTI BANDRAN MOZA SHUJAAT PUR",59,69,97,58,69,96,117,138,193,27.6%
30853,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140268,"GPS CHAK 81/M JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30854,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140077,"GPS CHAN WALA JALAL PUR PIRWALA",74,76,80,70,80,76,144,156,156,100%
30855,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140043,"GPS HASSAN BODLA",0,0,0,0,0,0,0,0,0,0%
30856,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140073,"GPS JAMAL WALA P/O JALALPUR PIR WALA",147,158,158,99,102,106,246,260,264,77.8%
30857,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140307,"GPS KHUSHI MUHAMMAD WALA",0,0,0,0,0,0,0,0,0,0%
30858,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140072,"GPS LAILAN WALA P/O JALAL PUR PIR WALA",216,229,231,164,183,176,380,412,407,100%
30859,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140045,"GPS No. 2 JALALPUR PIRWALA",92,89,144,65,66,102,157,155,246,0%
30860,MULTAN,"JALALPUR PIRWALA","JALALPUR PIRWALA - MALE",36140074,"GPS PIR WALA",0,0,0,0,0,0,0,0,0,0%
30861,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140151,"GGPS BAMB JALALPUR PIRWALA",28,38,32,54,65,61,82,103,93,100%
30862,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140155,"GGPS BASTI NAUNARIAN JALALPUR PIRWALA",41,44,43,60,63,64,101,107,107,100%
30863,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140186,"GGPS GAZRAN JPP.",58,60,61,63,60,67,121,120,128,0%
30864,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140152,"GGPS MUNIR WALI TEH. JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30865,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140180,"GGPS MUNSHI WALA NO.2 JALALPUR",0,0,0,0,0,0,0,0,0,0%
30866,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140176,"GGPS WAHI KHOJI JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30867,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140187,"GGPS WAHI SANDILA",52,61,55,69,70,74,121,131,129,100%
30868,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140153,"GMPS CHAK NO. 55 M JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30869,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140184,"GMPS LAL WAH",0,0,0,0,0,0,0,0,0,0%
30870,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140175,"GMPS ZUBAIR ABAD",0,0,0,0,0,0,0,0,0,0%
30871,MULTAN,"JALALPUR PIRWALA","JUGGO WALA - FEMALE",36140154,"Govt. Model Middle School Chak No. 56/M",85,93,108,67,96,85,152,189,193,90.2%
30872,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140216,"GGES BASTI DEWALA MUZA BAIT MUGHAL",11,19,11,199,241,205,210,260,216,100%
30873,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140240,"GGES DURAB PUR",40,59,52,110,140,144,150,199,196,100%
30874,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140139,"GGPS 78 M BASTI PAHOR",59,64,62,50,54,53,109,118,115,100%
30875,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140243,"GGPS BASTI JAFERIAN",0,0,0,0,0,0,0,0,0,0%
30876,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140260,"GGPS BASTI KACHALA",0,1,0,160,179,180,160,180,180,100%
30877,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140255,"GGPS HAYAT WALA",36,45,39,62,74,68,98,119,107,100%
30878,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140208,"GGPS SAIFULLAH BALOUCH JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30879,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140211,"GGPS UMER PUR 1",46,52,50,116,123,125,162,175,175,100%
30880,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140138,"GGPS UMER PUR KHAS",47,50,49,66,69,70,113,119,119,100%
30881,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140215,"GMPS BASTI SHEHNI",0,0,0,0,0,0,0,0,0,0%
30882,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140223,"GMPS KARMON WALI JALALPUR PIRWALA",111,118,118,157,171,168,268,289,286,100%
30883,MULTAN,"JALALPUR PIRWALA","KHAN BELA - FEMALE",36140245,"GMPS MOHANA SANDILA",121,120,133,154,183,170,275,303,303,100%
30884,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140029,"GES BAIT MUGHAL BASTI DE-WALA",274,299,373,6,12,8,280,311,381,30.7%
30885,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140109,"GES BASTI BARAR (AMIN ABAD)",225,250,292,0,0,0,225,250,292,37.3%
30886,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140110,"GES WACHA SANDILA",272,314,310,0,0,0,272,314,310,100%
30887,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140092,"GPS BAHARA BASTI BAHARA MOZA KARMAN WALI",0,0,0,0,0,0,0,0,0,0%
30888,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140409,"GPS Bashir Qasai Wala Multan",0,0,0,0,0,0,0,0,0,0%
30889,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140130,"GPS CHAH MUHAMMAD ALI WALA",84,95,92,77,99,84,161,194,176,100%
30890,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140122,"GPS GHAFFAR ABAD",72,89,80,78,91,86,150,180,166,100%
30891,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140308,"GPS HAZOOR BAKHSH KATCHALA",66,89,73,65,99,72,131,188,145,100%
30892,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140131,"GPS NAHRAN WALA P/O BAIT KACH",0,0,0,0,0,0,0,0,0,0%
30893,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140408,"GPS Pathan Wala Multan",0,0,0,0,0,0,0,0,0,0%
30894,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140302,"GPS SHAH WALI KOHI JALALPUR",0,0,0,0,0,0,0,0,0,0%
30895,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140298,"GPS SULTAN MEHMOOD WALA P/O BEAT KATCH",0,0,0,0,0,0,0,0,0,0%
30896,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140099,"GPS TIBBI SOHRAB MUZA KERMAN WALI P/O KHAN BELA",130,128,151,3,4,3,133,132,154,0%
30897,MULTAN,"JALALPUR PIRWALA","KHAN BELA - MALE",36140125,"GPS UMER PUR P/O JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30898,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140164,"GGCMS SABRA BASTI MALKAN JALALPUR PIRWALA",44,43,48,60,58,66,104,101,114,0%
30899,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140037,"GGES BHOGI SHAHEED P/O KOTLA CHAKAR JPP.",34,46,45,126,122,165,160,168,210,16%
30900,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140185,"GGES KANDAIR",87,119,93,223,242,240,310,361,333,100%
30901,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140163,"GGPS BANGLA ARAIN TEH. JALALPUR PIRWALA",55,60,69,66,75,83,121,135,152,45.2%
30902,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140199,"GGPS CHAH KAMAL WALA",0,0,0,0,0,0,0,0,0,0%
30903,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140166,"GGPS KOREY WALA JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30904,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140209,"GGPS LADHAY WALA JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30905,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140201,"GGPS MEHMOOD AKHTAR WALA",0,0,0,0,0,0,0,0,0,0%
30906,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140202,"GGPS QAYYUM WALA JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30907,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140165,"GGPS SABRA JALALPUR PIRWALA",19,31,21,128,132,142,147,163,163,100%
30908,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140147,"GMPS KANHOON",52,52,59,86,86,98,138,138,157,0%
30909,MULTAN,"JALALPUR PIRWALA","KOTLA CHAKER - FEMALE",36140188,"GMPS MIANI MOUTHA JALALPUR PIRWALA",119,119,129,122,121,132,241,240,261,0%
30910,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140206,"GGES CHAK NO. 69/M TEH. JALALPUR PIRWALA",33,47,36,175,190,190,208,237,226,100%
30911,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140174,"GGES MIAN PUR BAILAY WALA JALALPUR PIRWALA",0,4,0,328,366,370,328,370,370,100%
30912,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140401,"GGPS BAILAY WALA",53,53,56,122,148,130,175,201,186,100%
30913,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140195,"GGPS BASTI KHAWJGAN",0,0,0,0,0,0,0,0,0,0%
30914,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140183,"GGPS BOHAR",0,0,0,0,0,0,0,0,0,0%
30915,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140171,"GGPS CHAK NO. 67/M TEH. JALALPUR PIRWALA",43,49,46,59,62,62,102,111,108,100%
30916,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140172,"GGPS CHAK NO. 79/M",49,63,55,62,63,70,111,126,125,100%
30917,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140197,"GGPS CHAK NO. 82 / M",0,0,0,0,0,0,0,0,0,0%
30918,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140140,"GGPS CHAK NO. 83/M",92,89,99,116,134,124,208,223,223,100%
30919,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140136,"GGPS NOOR-UL-ISLAM JALALPUR PIRWALA",43,63,68,80,107,127,123,170,195,65.3%
30920,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140182,"GGPS TAJI WALA",0,0,0,0,0,0,0,0,0,0%
30921,MULTAN,"JALALPUR PIRWALA","MIAN PUR BELAY WALA - FEMALE",36140193,"GMPS CHAK 68-M",0,0,0,0,0,0,0,0,0,0%
30922,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140292,"GES CHAK 82/M JALALPUR PIRWALA",155,174,227,107,126,156,262,300,383,31.4%
30923,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140027,"GES GHAR WALA",279,315,357,47,57,60,326,372,417,50.5%
30924,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140063,"GES HOOT WALA BASTI HAVELI AMIN",307,322,356,0,0,0,307,322,356,30.6%
30925,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140106,"GES SAID PUR HAFIZ WALA",104,145,163,46,66,72,150,211,235,71.8%
30926,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140279,"GPS BORIYAN WALA JALALPUR",0,0,0,0,0,0,0,0,0,0%
30927,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140275,"GPS CHAK 73/M JALALPUR PIRWALA",132,146,143,82,90,89,214,236,232,100%
30928,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140124,"GPS CHAK 79 M P/S CHAK 79M JALAL PUR PIRWALA",105,110,115,76,94,84,181,204,199,100%
30929,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140065,"GPS CHAK NO 75 M ",0,0,0,0,0,0,0,0,0,0%
30930,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140052,"GPS DARKHAN WALA",107,140,117,78,111,85,185,251,202,100%
30931,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140283,"GPS HASSAM WALA NASEER ABAD",0,0,0,0,0,0,0,0,0,0%
30932,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140050,"GPS JANO WALI",83,91,114,57,62,79,140,153,193,24.5%
30933,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140053,"GPS KAZIM ABAD CHAH  ARY WALA",65,86,70,45,63,49,110,149,119,100%
30934,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140051,"GPS KHUDA BUKHSH WALA",0,0,0,0,0,0,0,0,0,0%
30935,MULTAN,"JALALPUR PIRWALA","NAZIK NAGAR - MALE",36140083,"GPS WAHI KHORE P/O JUGGO WALA",0,0,0,0,0,0,0,0,0,0%
30936,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140330,"GGHS ASLAM ABAD (HAFIZ WALA)",0,0,0,435,481,541,435,481,541,43.4%
30937,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140034,"GGHS BAHADAR PUR JALALPUR PIRWALA",10,13,12,448,455,525,458,468,537,12.7%
30938,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140036,"GGHS HAVELI LONG",79,99,109,337,349,466,416,448,575,20.1%
30939,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140016,"GGHS JALAL PUR PIRWALA",134,102,181,560,530,756,694,632,937,0%
30940,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140017,"GGHS JUGGO WALA JALALPUR PIRWALA",34,46,47,288,300,399,322,346,446,19.4%
30941,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140042,"GGHS KHAN BELA P/O KHAN BELA",38,41,58,306,318,467,344,360,525,8.8%
30942,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140035,"GGHS KOTLA CHAKAR JALALPUR PIRWALA",0,1,0,518,563,563,518,564,563,100%
30943,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140032,"GHS ADU WALI JPP",378,391,388,134,134,138,512,525,526,92.9%
30944,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140013,"GHS ALI PUR SADAT J.P. PIRWALA",360,375,446,0,0,0,360,375,446,17.4%
30945,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140014,"GHS ANAYAT PUR",453,522,468,22,40,23,475,562,491,100%
30946,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140010,"GHS BASTI LAR JANUBI",312,322,324,72,80,75,384,402,399,100%
30947,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140006,"GHS BUMB  JALALPUR PIRWALA",287,267,299,57,65,59,344,332,358,0%
30948,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140044,"GHS CHAK 84 / M ",254,314,382,89,97,134,343,411,516,39.3%
30949,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140009,"GHS CHAK NO 69-M JALALPUR PIR WALA",269,297,426,0,15,0,269,312,426,27.4%
30950,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140024,"GHS DEPAL JALALPUR PIRWALA",210,231,267,93,94,118,303,325,385,26.8%
30951,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140031,"GHS FAIZ ABAD P/O BAIT KATCH",439,439,491,0,0,0,439,439,491,0%
30952,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140007,"GHS HAFIZ WALA JALALPUR PIRWALA",428,446,437,0,1,0,428,447,437,100%
30953,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140002,"GHS HAVALI LANG JALAL PUR PIR WALA",308,407,530,1,0,2,309,407,532,43.9%
30954,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140011,"GHS JAHAN PUR JALALPUR PIRWALA",196,277,495,4,4,10,200,281,505,26.6%
30955,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140012,"GHS KHAN BELA",268,332,557,0,29,0,268,361,557,32.2%
30956,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140028,"GHS KOT ALI AADIL",316,341,428,1,5,1,317,346,429,25.9%
30957,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140005,"GHS KOTLA CHAKAR",589,669,725,0,1,0,589,670,725,59.6%
30958,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140018,"GHS MOTHA",180,221,311,81,113,140,261,334,451,38.4%
30959,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140008,"GHS MOUZA JUGOO WALA JALALPUR PIRWALA",358,443,529,32,43,47,390,486,576,51.6%
30960,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140004,"GHS NAURAJA BHUTTA JALALPUR PIRWALA",228,250,300,59,77,78,287,327,378,44%
30961,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140025,"GHS NAZIK NAGAR BELAY WALA",403,427,422,0,0,0,403,427,422,100%
30962,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140019,"GHS PIR HAQANI JALALPUR PIRWALA",241,267,274,64,81,73,305,348,347,100%
30963,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140026,"GHS SABRA",275,272,389,0,0,0,275,272,389,0%
30964,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140003,"GHSS BAHADAR PUR",761,848,945,26,49,32,787,897,977,57.9%
30965,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140015,"GHSS GHAZI PUR JALALPUR PIRWALA",355,478,757,50,63,107,405,541,864,29.6%
30966,MULTAN,"JALALPUR PIRWALA",SECONDARY-WING,36140001,"GHSS JALALPUR PIRWALA",502,602,962,3,3,6,505,605,968,21.6%
30967,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140082,"GES CHAK NO 63 M MOZA CHAK NO 63",87,112,167,55,73,105,142,185,272,33.1%
30968,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140023,"GES KEHER WAH P/O SAEED ABAD",195,223,277,10,28,14,205,251,291,53.5%
30969,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140021,"GES TAJAY WALA JALALPUR PIRWALA",117,137,175,42,46,63,159,183,238,30.4%
30970,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140020,"GES WAHI SANDILA JALALPUR PIRWALA",183,198,191,134,143,140,317,341,331,100%
30971,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140085,"GPS BASTI GAZRAN JALALPUR PIRWALA",0,0,0,0,0,0,0,0,0,0%
30972,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140080,"GPS BHANJRAN WALA MUZA BUMB P/O JUGGU WALA",0,0,0,0,0,0,0,0,0,0%
30973,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140081,"GPS BOHAR P/O JUGGO WALA",87,100,108,36,52,45,123,152,153,96.7%
30974,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140066,"GPS CHAK NO 70-M",0,0,0,0,0,0,0,0,0,0%
30975,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140079,"GPS DERA ARBI MUZA LAL WAH P/O JUGOO WALA JPP.",88,98,104,42,55,49,130,153,153,100%
30976,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140280,"GPS KULYAR WALA (BOHAR) JALALPUR",0,0,0,0,0,0,0,0,0,0%
30977,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140281,"GPS MUNSHI WALA JALALPUR",78,102,83,75,99,80,153,201,163,100%
30978,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140048,"GPS MUNSHI WALA P/O JUGGU WALA",67,74,72,54,57,58,121,131,130,100%
30979,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140064,"GPS SHAIKHRAY WALA MOZA CHAK NO 67",86,111,91,84,93,89,170,204,180,100%
30980,MULTAN,"JALALPUR PIRWALA","TAJAY WALA - MALE",36140084,"GPS VAHI KHOJI P/O JUGGO WALA",63,81,69,55,71,61,118,152,130,100%
30981,MULTAN,"MULTAN CITY","CANTT - MALE",36110055,"GES AHMED PUR BHUTTA CANTT. AREA",344,354,362,174,153,183,518,507,545,0%
30982,MULTAN,"MULTAN CITY","CANTT - MALE",36110065,"GES MC CHAH AMBB WALA MULTAN",134,136,143,94,101,100,228,237,243,60%
30983,MULTAN,"MULTAN CITY","CANTT - MALE",36110060,"GES MUZAFAR ABAD SHER SHAH ROAD MULTAN CANTT.",479,485,517,68,71,73,547,556,590,20.9%
30984,MULTAN,"MULTAN CITY","CANTT - MALE",36110144,"GPS ALAM GIR MOUZA ALAMGIR TEH. DISTT. MULTAN",194,201,219,112,121,126,306,322,345,41%
30985,MULTAN,"MULTAN CITY","CANTT - MALE",36110146,"GPS BAKHAR ARBI",82,83,90,43,53,47,125,136,137,91.7%
30986,MULTAN,"MULTAN CITY","CANTT - MALE",36110149,"GPS BASTI GHAZAR P/O MUZAFAARABAD",78,78,81,69,68,72,147,146,153,0%
30987,MULTAN,"MULTAN CITY","CANTT - MALE",36110117,"GPS BASTI LANGRIAL MULTAN CANTT",289,299,316,62,69,68,351,368,384,51.5%
30988,MULTAN,"MULTAN CITY","CANTT - MALE",36110151,"GPS JHUGIAN GHAREEB ABAD MULTAN",96,105,109,78,78,88,174,183,197,39.1%
30989,MULTAN,"MULTAN CITY","CANTT - MALE",36110152,"GPS KHAIR PUR BHUTTA CANTT P/O QASIM BELLA",77,86,86,58,65,65,135,151,151,100%
30990,MULTAN,"MULTAN CITY","CANTT - MALE",36110145,"GPS KHUDA DAD COLONY",357,355,396,204,232,226,561,587,622,42.6%
30991,MULTAN,"MULTAN CITY","CANTT - MALE",36110147,"GPS KOTLA ABUL FATEH P/O GPO MULTAN",384,401,425,144,183,159,528,584,584,100%
30992,MULTAN,"MULTAN CITY","CANTT - MALE",36110189,"GPS MC CHAH BOHAR WALA",155,188,183,48,62,57,203,250,240,100%
30993,MULTAN,"MULTAN CITY","CANTT - MALE",36110156,"GPS MUZAFFAR ABAD",99,102,106,92,101,99,191,203,205,85.7%
30994,MULTAN,"MULTAN CITY","CANTT - MALE",36110154,"GPS QUTTUB WALA ISMAIL ABAD P/O MULTAN",76,77,84,48,54,53,124,131,137,53.8%
30995,MULTAN,"MULTAN CITY","CANTT - MALE",36110153,"GPS TIBBA MASOOD PUR P/O ISMAILABAD",54,60,58,66,66,71,120,126,129,66.7%
30996,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110068,"GES MC AGHA PURA OUTSIDE DEHLI GATE MULTAN",247,256,281,69,78,78,316,334,359,41.9%
30997,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110170,"GES MC AL-JEELLAN WALA MULTAN",284,243,301,59,57,63,343,300,364,0%
30998,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110166,"GES MC GULGASHT COLONY MULTAN",301,279,334,38,21,42,339,300,376,0%
30999,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110175,"GES MC IQBAL NAGAR",108,131,127,63,70,74,171,201,201,100%
31000,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110064,"GES MC KARRI DAUD KHAN MULTAN",290,331,333,27,33,31,317,364,364,100%
31001,MULTAN,"MULTAN CITY","DEHLI GATE - MALE",36110173,"GPS MC ANSAR COLONY BUDHLA ROAD MULTAN",78,76,100,47,49,60,125,125,160,0%
